Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Complexity Average,Owned Users,baverage,numgeeklists,numwanting,numcomments,siteviews,numplays,numplays_month,boardgamecategory_cnt,boardgamemechanic_cnt,boardgamefamily_cnt,Domains_Abstract Games,Domains_Children's Games,Domains_Customizable Games,Domains_Family Games,Domains_Party Games,Domains_Strategy Games,Domains_Thematic Games,Domains_Unknown,Domains_Wargames,target
Great Western Trail,2016,2,4,150,12,29457.0,3.71,35804,8.1278,3691.0,1772.0,4117.0,2564130.0,99573.0,34.0,3.0,8.0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.3
War of the Ring: Second Edition,2012,2,4,180,13,13725.0,4.14,22281,8.11872,2051.0,1283.0,2635.0,2540193.0,21870.0,3.0,7.0,10.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.49
Spirit Island,2017,1,4,120,13,25722.0,4.01,38254,8.12149,3800.0,1863.0,4656.0,3202285.0,134088.0,105.0,6.0,11.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.35
Scythe,2016,1,5,115,14,57871.0,3.41,75640,8.07649,6036.0,1924.0,9196.0,6163834.0,209552.0,57.0,5.0,11.0,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.24
The Castles of Burgundy,2011,2,4,90,12,46507.0,3.0,63058,8.00828,7684.0,1119.0,7978.0,3120891.0,218452.0,61.0,3.0,7.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.13
Terra Mystica,2012,2,5,150,12,39284.0,3.96,42720,7.98354,6280.0,1706.0,6028.0,4051558.0,127803.0,60.0,4.0,10.0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.14
7 Wonders Duel,2015,2,2,30,10,60302.0,2.23,94343,7.98238,4717.0,957.0,8747.0,2158855.0,280027.0,195.0,5.0,5.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.11
Concordia,2013,2,5,100,13,28105.0,3.03,32014,7.96379,4408.0,1642.0,4729.0,2057475.0,95833.0,21.0,3.0,10.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.12
Brass: Lancashire,2007,2,4,120,14,19400.0,3.86,25429,7.96097,5931.0,935.0,4436.0,2195984.0,61514.0,10.0,4.0,7.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.17
Wingspan,2019,1,5,70,10,43165.0,2.42,61775,7.94785,3509.0,1610.0,6675.0,2339785.0,281614.0,171.0,3.0,7.0,16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.11
A Feast for Odin,2016,1,4,120,12,17377.0,3.84,22794,7.93581,3167.0,1890.0,2909.0,1902944.0,58794.0,8.0,4.0,10.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.2
Arkham Horror: The Card Game,2016,1,2,120,14,28577.0,3.44,50883,7.92626,3359.0,781.0,4816.0,5548409.0,179416.0,99.0,6.0,9.0,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.17
Viticulture Essential Edition,2015,1,6,90,13,29486.0,2.91,39747,7.90769,2861.0,1551.0,4328.0,1479297.0,97864.0,58.0,2.0,7.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.08
Nemesis,2018,1,5,180,12,12290.0,3.35,17574,7.9298,951.0,1048.0,2579.0,2138384.0,30414.0,49.0,4.0,11.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.4
Orlans,2014,2,4,90,12,22244.0,3.05,27093,7.88686,3295.0,1335.0,3495.0,1639871.0,69597.0,13.0,3.0,4.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.09
Mage Knight Board Game,2011,1,4,240,14,27850.0,4.31,39421,7.88116,6441.0,1203.0,5700.0,4391009.0,65728.0,5.0,4.0,11.0,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.1
Root,2018,2,4,90,10,24412.0,3.67,37715,7.88229,2352.0,1729.0,4226.0,3040526.0,82159.0,54.0,3.0,10.0,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.1
Puerto Rico,2002,3,5,150,12,63128.0,3.28,73413,7.85346,13832.0,1003.0,12077.0,3879524.0,172791.0,19.0,3.0,7.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.99
Food Chain Magnate,2015,2,5,240,14,13863.0,4.2,16413,7.83815,2552.0,1623.0,2575.0,1787791.0,35950.0,10.0,2.0,7.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.14
Caverna: The Cave Farmers,2013,1,7,210,12,28123.0,3.79,35475,7.83848,4350.0,1774.0,4680.0,2392451.0,63173.0,9.0,4.0,6.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.02
Agricola,2007,1,5,150,12,63498.0,3.64,75679,7.82321,14384.0,1149.0,12812.0,4849728.0,246510.0,12.0,3.0,10.0,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.94
Blood Rage,2015,2,4,90,14,33940.0,2.88,40664,7.82018,3388.0,1535.0,5353.0,2892535.0,70329.0,27.0,4.0,7.0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
Mansions of Madness: Second Edition,2016,1,5,180,14,25116.0,2.69,39007,7.80884,2237.0,1188.0,3631.0,2797247.0,65225.0,15.0,8.0,12.0,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.06
The 7th Continent,2017,1,4,1000,14,16868.0,2.87,30488,7.78397,2554.0,1233.0,3851.0,3980079.0,58189.0,13.0,4.0,9.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.15
Pandemic Legacy: Season 2,2017,2,4,60,14,12100.0,3.25,24373,7.80558,1367.0,328.0,2039.0,987336.0,97824.0,8.0,3.0,8.0,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.15
Everdell,2018,1,4,80,13,19552.0,2.81,29225,7.85645,1940.0,1571.0,3454.0,2000402.0,87553.0,71.0,4.0,7.0,22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.08
Maracaibo,2019,1,4,120,12,7645.0,3.87,12042,7.78919,1090.0,948.0,1419.0,1033866.0,29688.0,23.0,3.0,16.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.29
Kingdom Death: Monster,2015,1,4,180,17,7553.0,4.25,10047,7.75221,1476.0,747.0,1819.0,4466527.0,36530.0,19.0,6.0,6.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.66
Power Grid,2004,2,6,120,12,56214.0,3.27,66489,7.74886,12047.0,1371.0,10432.0,3277869.0,132835.0,14.0,2.0,7.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.86
Tzolk'in: The Mayan Calendar,2012,2,4,90,13,30790.0,3.67,35520,7.75125,4920.0,1482.0,4746.0,1762524.0,91720.0,54.0,5.0,4.0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.9
The Crew: The Quest for Planet Nine,2019,2,5,20,10,15027.0,1.99,31356,7.76811,1371.0,444.0,2597.0,787868.0,295308.0,380.0,3.0,5.0,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.02
Mechs vs. Minions,2016,2,4,120,14,14056.0,2.41,20196,7.73501,1716.0,1066.0,2302.0,1771335.0,51967.0,2.0,4.0,10.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.05
Underwater Cities,2018,1,4,150,12,9979.0,3.58,13474,7.75314,1487.0,1039.0,1676.0,900736.0,39262.0,30.0,6.0,7.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.13
Star Wars: Imperial Assault,2014,1,5,120,14,20512.0,3.3,35018,7.73027,3233.0,845.0,3179.0,3363364.0,78138.0,10.0,6.0,10.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.02
Clans of Caledonia,2017,1,4,120,12,14835.0,3.46,17634,7.72881,2244.0,999.0,2418.0,1313829.0,49822.0,18.0,2.0,9.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.01
Anachrony,2017,1,4,120,15,11585.0,4.0,15513,7.74335,1807.0,1081.0,2237.0,1449609.0,26679.0,6.0,2.0,7.0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.1
Le Havre,2008,1,5,150,12,26494.0,3.74,29701,7.71458,6020.0,1743.0,5293.0,2138249.0,70182.0,10.0,4.0,7.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.87
Too Many Bones,2017,1,4,120,12,6055.0,3.85,9087,7.7529,1260.0,1306.0,1400.0,1686624.0,28279.0,24.0,3.0,12.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.45
Through the Ages: A Story of Civilization,2006,2,4,120,12,18004.0,4.17,17423,7.69266,6934.0,614.0,4033.0,2573829.0,68241.0,1.0,2.0,5.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.93
Azul,2017,2,4,45,8,53615.0,1.77,79526,7.6999,3918.0,1082.0,7277.0,2043440.0,341619.0,132.0,3.0,5.0,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.83
Marvel Champions: The Card Game,2019,1,4,90,14,9616.0,2.8,16713,7.77155,1382.0,522.0,1622.0,1975948.0,164442.0,306.0,3.0,7.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2
Eclipse,2011,2,6,180,14,26165.0,3.7,26710,7.69682,5642.0,954.0,4810.0,3448545.0,50777.0,1.0,5.0,10.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.89
Clank! Legacy: Acquisitions Incorporated,2019,2,4,120,13,3295.0,2.7,7209,7.74328,461.0,508.0,712.0,471952.0,24943.0,24.0,3.0,16.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.79
Android: Netrunner,2012,2,2,45,14,26748.0,3.38,41315,7.67366,7412.0,572.0,5604.0,4437369.0,311988.0,26.0,4.0,6.0,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87
Robinson Crusoe: Adventures on the Cursed Island,2012,1,4,120,14,34179.0,3.78,52934,7.66423,6341.0,1361.0,6008.0,3745971.0,92297.0,6.0,5.0,14.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.84
The Voyages of Marco Polo,2015,2,4,100,12,20240.0,3.19,22601,7.65855,2898.0,955.0,3055.0,1367411.0,74469.0,12.0,4.0,9.0,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.87
The Gallerist,2015,1,4,150,13,9705.0,4.28,13057,7.68084,1974.0,1230.0,1841.0,1023534.0,23808.0,5.0,1.0,5.0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.04
Barrage,2019,1,4,120,14,6500.0,4.02,8963,7.71637,873.0,752.0,1323.0,872579.0,18901.0,14.0,3.0,10.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.22
Race for the Galaxy,2007,2,4,60,12,46393.0,2.98,56264,7.65492,12878.0,1101.0,9750.0,3237162.0,540463.0,119.0,5.0,7.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.76
Fields of Arle,2014,1,2,120,13,8111.0,3.88,12561,7.65842,2311.0,1069.0,1626.0,963268.0,25005.0,5.0,3.0,5.0,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.09
7 Wonders,2010,2,7,30,10,84371.0,2.33,112410,7.64386,11949.0,1016.0,14131.0,3873746.0,465422.0,131.0,5.0,5.0,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.75
Teotihuacan: City of Gods,2018,1,4,120,14,12970.0,3.77,18082,7.64852,1942.0,782.0,2053.0,1172536.0,45248.0,28.0,1.0,9.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.95
Clank!: A Deck-Building Adventure,2016,2,4,60,12,27893.0,2.21,36265,7.64278,2446.0,1210.0,3987.0,1800750.0,100852.0,38.0,2.0,8.0,10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.81
The Quacks of Quedlinburg,2018,2,4,45,10,22327.0,1.94,34053,7.65165,1735.0,1350.0,3505.0,1114882.0,121448.0,53.0,1.0,5.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.82
Five Tribes,2014,2,4,80,13,32265.0,2.86,41676,7.63196,4364.0,1375.0,5010.0,1560588.0,91907.0,15.0,4.0,12.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.78
Dominant Species,2010,2,6,240,14,18018.0,4.04,19494,7.62767,4769.0,1189.0,3988.0,1731508.0,30565.0,0.0,3.0,12.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.85
On Mars,2020,1,4,150,14,5781.0,4.63,10719,7.68255,922.0,763.0,1298.0,1199744.0,16104.0,12.0,6.0,16.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.3
Lisboa,2017,1,4,120,12,6693.0,4.57,10212,7.66057,1535.0,902.0,1429.0,933804.0,17157.0,5.0,4.0,5.0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.18
Aeon's End,2016,1,4,60,14,10899.0,2.76,16345,7.6625,1621.0,686.0,2141.0,1259302.0,61916.0,39.0,4.0,9.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.02
Lords of Waterdeep,2012,2,5,120,12,45929.0,2.46,56283,7.62149,6202.0,1238.0,7912.0,2175653.0,148059.0,30.0,2.0,9.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.75
Paladins of the West Kingdom,2019,1,4,120,12,8248.0,3.67,15192,7.64618,947.0,614.0,1451.0,700354.0,26364.0,23.0,1.0,5.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.07
Keyflower,2012,2,6,120,12,19003.0,3.35,22067,7.60464,4238.0,1201.0,3477.0,1477506.0,50450.0,4.0,5.0,15.0,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.8
Agricola (Revised Edition),2016,1,4,120,12,9491.0,3.5,13144,7.61445,692.0,356.0,1391.0,624626.0,23550.0,8.0,3.0,11.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.04
Pax Pamir: Second Edition,2019,1,5,120,13,4373.0,3.75,8538,7.67335,757.0,719.0,1220.0,850235.0,17565.0,13.0,6.0,9.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.43
Tainted Grail: The Fall of Avalon,2019,1,4,120,14,6134.0,3.28,12918,7.59619,606.0,534.0,1846.0,1625584.0,29732.0,55.0,7.0,14.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.41
Caylus,2005,2,5,150,12,26796.0,3.8,26714,7.58819,6813.0,891.0,6162.0,2070408.0,63250.0,6.0,3.0,5.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.77
Architects of the West Kingdom,2018,1,5,80,12,16886.0,2.77,24145,7.58711,1759.0,842.0,2739.0,1132587.0,58685.0,29.0,2.0,4.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.83
Twilight Imperium: Third Edition,2005,3,6,240,14,18302.0,4.25,20048,7.57183,5539.0,659.0,4337.0,2502095.0,24883.0,0.0,6.0,14.0,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.84
Battlestar Galactica: The Board Game,2008,3,6,180,14,32889.0,3.24,35758,7.57111,10882.0,848.0,6736.0,2433878.0,74709.0,3.0,7.0,12.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.74
Eldritch Horror,2013,1,8,240,14,29347.0,3.32,43238,7.56519,3888.0,757.0,4733.0,3191530.0,76005.0,7.0,6.0,8.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.81
Troyes,2010,2,4,90,12,18930.0,3.46,21299,7.56404,4205.0,1235.0,3738.0,1462861.0,57250.0,15.0,3.0,12.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.76
Rising Sun,2018,3,5,120,14,15767.0,3.28,20763,7.56528,1574.0,730.0,2829.0,2320773.0,25890.0,8.0,6.0,17.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.88
Dominion: Intrigue,2009,2,4,30,13,30118.0,2.42,43570,7.56162,2477.0,445.0,4224.0,1075246.0,100038.0,9.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.72
Mombasa,2015,2,4,150,12,10954.0,3.9,13057,7.56053,1931.0,772.0,1709.0,851174.0,23055.0,7.0,1.0,10.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.88
Grand Austria Hotel,2015,2,4,120,12,12604.0,3.22,15014,7.5714,2052.0,1083.0,2271.0,860747.0,52027.0,34.0,1.0,10.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.85
The Lord of the Rings: Journeys in Middle-Earth,2019,1,5,120,14,8822.0,2.57,15716,7.56187,813.0,690.0,1368.0,1503223.0,55903.0,35.0,5.0,9.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.08
Patchwork,2014,2,2,30,8,46536.0,1.64,68860,7.54293,4006.0,790.0,6346.0,1354565.0,220090.0,67.0,2.0,7.0,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.66
Raiders of the North Sea,2015,2,4,80,12,15990.0,2.53,21145,7.54403,1641.0,1004.0,2595.0,1116748.0,51549.0,22.0,2.0,5.0,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.79
Russian Railroads,2013,2,4,120,12,14845.0,3.41,14737,7.53892,2937.0,1004.0,2343.0,947600.0,52956.0,4.0,2.0,2.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.77
Tigris & Euphrates,1997,2,4,90,12,25321.0,3.51,28348,7.52679,8129.0,1357.0,6551.0,1950898.0,58252.0,1.0,3.0,8.0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.7
Codenames,2015,2,8,15,14,67688.0,1.29,107682,7.51946,6106.0,327.0,9341.0,2184981.0,465468.0,75.0,5.0,4.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.62
Roll for the Galaxy,2014,2,5,45,13,26421.0,2.77,32192,7.51684,4416.0,1251.0,4147.0,1553503.0,140232.0,158.0,5.0,7.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.67
Trajan,2011,2,4,120,12,14728.0,3.65,17181,7.5164,3720.0,947.0,2756.0,1130048.0,41745.0,5.0,2.0,6.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.76
Lorenzo il Magnifico,2016,2,4,120,12,9140.0,3.28,11494,7.52481,1440.0,653.0,1513.0,730058.0,28504.0,8.0,1.0,5.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.89
Dominion,2008,2,4,30,13,78089.0,2.36,101839,7.50519,15357.0,660.0,13518.0,4208330.0,699142.0,51.0,2.0,5.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.62
Pandemic,2008,2,4,45,8,102214.0,2.41,155312,7.49979,14807.0,639.0,16797.0,3874657.0,354841.0,111.0,1.0,7.0,9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.61
Pandemic: Iberia,2016,2,5,45,8,8359.0,2.58,14808,7.49193,1380.0,448.0,1470.0,516581.0,21341.0,4.0,2.0,8.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.92
Champions of Midgard,2015,2,4,90,10,13345.0,2.59,19380,7.48874,1587.0,854.0,2511.0,969977.0,31580.0,9.0,6.0,4.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.77
Decrypto,2018,3,8,45,12,11690.0,1.83,18890,7.501,889.0,445.0,1805.0,467748.0,43613.0,20.0,4.0,3.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.79
Kemet,2012,2,5,120,13,16277.0,3.01,18747,7.4835,2535.0,1195.0,2786.0,1470923.0,26634.0,3.0,4.0,6.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.72
Yokohama,2016,2,4,90,14,8865.0,3.27,12088,7.48325,1752.0,659.0,1705.0,744570.0,26713.0,12.0,1.0,9.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.85
Clank! In! Space!: A Deck-Building Adventure,2017,2,4,90,12,9188.0,2.54,13715,7.48635,1131.0,710.0,1436.0,522910.0,27975.0,12.0,1.0,6.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.86
Forbidden Stars,2015,2,4,180,14,7516.0,3.83,11900,7.47543,1377.0,701.0,1457.0,1224674.0,11691.0,2.0,5.0,8.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.97
Inis,2016,2,4,90,14,12665.0,2.88,16477,7.49269,1697.0,1288.0,2314.0,1301936.0,28453.0,4.0,6.0,12.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.8
The Isle of Cats,2019,1,4,90,8,6450.0,2.32,12360,7.51808,881.0,713.0,1539.0,587212.0,35398.0,57.0,3.0,11.0,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.04
Star Wars: X-Wing Miniatures Game,2012,2,2,45,14,23061.0,2.49,38018,7.45622,4543.0,295.0,3857.0,3161341.0,101138.0,3.0,7.0,8.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.69
Alchemists,2014,2,4,120,13,18250.0,3.9,23577,7.45327,2685.0,586.0,2901.0,1152222.0,36229.0,4.0,2.0,8.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.67
Stone Age,2008,2,4,90,10,44975.0,2.48,47743,7.4493,7503.0,1594.0,7934.0,2147310.0,178928.0,27.0,3.0,6.0,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.57
Legendary Encounters: An Alien Deck Building Game,2014,1,5,60,17,11251.0,2.7,16119,7.45365,2196.0,616.0,2079.0,1098892.0,41898.0,7.0,5.0,9.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.79
Vinhos Deluxe Edition,2016,1,4,135,14,4245.0,4.05,7957,7.46702,846.0,662.0,872.0,514550.0,9570.0,2.0,2.0,3.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.21
Endeavor: Age of Sail,2018,2,5,90,13,6265.0,2.8,8879,7.44596,666.0,484.0,1686.0,590551.0,14630.0,5.0,3.0,5.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.02
Star Realms,2014,2,2,20,12,35947.0,1.94,52271,7.44488,4897.0,319.0,5939.0,1480144.0,341077.0,80.0,3.0,5.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.58
Descent: Journeys in the Dark (Second Edition),2012,1,5,120,14,22715.0,3.2,35659,7.4341,3674.0,734.0,3871.0,3625616.0,65171.0,3.0,5.0,12.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.69
Cartographers,2019,1,100,45,10,10754.0,1.91,19320,7.45808,1175.0,489.0,1816.0,535918.0,80908.0,99.0,2.0,6.0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.76
Res Arcana,2019,2,4,60,12,9719.0,2.59,13790,7.44406,1010.0,756.0,1847.0,828512.0,59033.0,87.0,2.0,6.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.8
Age of Steam,2002,1,6,120,13,8871.0,3.9,9636,7.43308,4548.0,532.0,2757.0,1301850.0,26906.0,8.0,3.0,13.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.78
Istanbul,2014,2,5,60,10,25234.0,2.58,30353,7.42548,3590.0,897.0,3833.0,1138410.0,83083.0,11.0,1.0,9.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.58
Ticket to Ride: Europe,2005,2,5,60,8,58608.0,1.94,83075,7.42856,5140.0,730.0,8887.0,1455628.0,176777.0,33.0,1.0,7.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.55
Dead of Winter: A Crossroads Game,2014,2,5,120,13,39287.0,3.02,53328,7.41465,5031.0,826.0,5695.0,2542380.0,69207.0,2.0,4.0,13.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.57
Targi,2012,2,2,60,12,14592.0,2.35,22524,7.42918,2159.0,921.0,2649.0,782775.0,47239.0,26.0,1.0,5.0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.64
War of the Ring,2004,2,4,120,12,9935.0,3.85,12793,7.40955,4284.0,422.0,2961.0,2045199.0,13485.0,0.0,6.0,6.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.77
Chaos in the Old World,2009,3,4,120,13,14297.0,3.19,14782,7.4104,3243.0,858.0,2966.0,1491788.0,25312.0,1.0,5.0,9.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.68
Welcome To...,2018,1,100,25,10,17370.0,1.82,27392,7.41853,1848.0,546.0,2568.0,904430.0,138717.0,139.0,1.0,6.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.61
That's Pretty Clever!,2018,1,4,30,8,14352.0,1.89,21684,7.40547,1511.0,358.0,2250.0,603070.0,199015.0,104.0,1.0,6.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.64
Trickerion: Legends of Illusion,2015,2,4,180,14,6665.0,4.2,9928,7.42577,1582.0,639.0,1403.0,873082.0,15985.0,0.0,1.0,8.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.89
The Lord of the Rings: The Card Game,2011,1,2,60,13,20805.0,3.17,32244,7.40534,6354.0,435.0,4378.0,3818280.0,218024.0,58.0,5.0,7.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65
Railways of the World,2005,2,6,120,10,11039.0,3.02,11902,7.39294,4380.0,712.0,3218.0,1279086.0,28264.0,0.0,3.0,12.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.69
